Temporada,Rodada,Mandante,Visitante,Mandante Placar,Visitante Placar
2006,10,Grêmio,São Caetano,1,1
2006,10,Athletico-PR,Palmeiras,2,0
2006,10,Vasco,Santa Cruz,2,1
2006,10,Corinthians,Flamengo,0,2
2006,10,Ponte Preta,Figueirense,3,0
2006,10,Goiás,Paraná,1,2
2006,10,Juventude,São Paulo,1,1
2006,10,Santos,Botafogo,0,0
2006,11,Internacional,Ponte Preta,2,0
2006,11,Athletico-PR,Fortaleza,0,0
2006,11,Fluminense,Juventude,3,2
2006,11,São Paulo,Grêmio,2,1
2006,11,Figueirense,Santos,2,1
2006,11,São Caetano,Botafogo,1,1
2006,11,Cruzeiro,Corinthians,2,0
2006,11,Santa Cruz,Goiás,2,1
2006,11,Flamengo,Paraná,1,4
2006,11,Palmeiras,Vasco,4,2
2006,12,Botafogo,Ponte Preta,4,1
2006,12,São Paulo,Figueirense,2,1
2006,12,Grêmio,Fluminense,4,4
2006,12,São Caetano,Santos,2,0
2006,12,Cruzeiro,Goiás,0,0
2006,12,Palmeiras,Corinthians,1,0
2006,12,Flamengo,Vasco,0,1
2006,12,Juventude,Internacional,2,0
2006,12,Paraná,Athletico-PR,2,1
2006,12,Fortaleza,Santa Cruz,1,4
2006,13,Figueirense,Grêmio,2,0
2006,13,Paraná,Cruzeiro,1,0
2006,13,Corinthians,Fortaleza,2,2
2006,13,Fluminense,São Caetano,2,2
2006,13,Ponte Preta,São Paulo,1,3
2006,13,Vasco,Athletico-PR,2,1
2006,13,Santa Cruz,Flamengo,3,0
2006,13,Santos,Juventude,3,2
2006,13,Internacional,Botafogo,0,0
2006,13,Goiás,Palmeiras,1,3
2006,14,Juventude,Figueirense,1,0
2006,14,São Caetano,Ponte Preta,1,1
2006,14,Palmeiras,Paraná,4,2
2006,14,Athletico-PR,Flamengo,1,0
2006,14,Vasco,Cruzeiro,1,0
2006,14,Santa Cruz,Corinthians,1,0
2006,14,São Paulo,Santos,0,4
2006,14,Fluminense,Botafogo,1,1
2006,14,Internacional,Grêmio,0,0
2006,14,Goiás,Fortaleza,1,1
2006,15,Grêmio,Juventude,1,0
2006,15,Figueirense,São Caetano,1,1
2006,15,Flamengo,Goiás,1,0
2006,15,Corinthians,Athletico-PR,2,1
2006,15,Botafogo,São Paulo,1,1
2006,15,Santos,Internacional,2,1
2006,15,Paraná,Vasco,2,1
2006,15,Cruzeiro,Santa Cruz,3,3
2006,15,Fortaleza,Palmeiras,0,0
2006,15,Ponte Preta,Fluminense,3,0
2006,16,Juventude,Vasco,0,0
2006,16,São Caetano,Santa Cruz,2,0
2006,16,Flamengo,Ponte Preta,0,0
2006,16,Corinthians,Figueirense,1,3
2006,16,Botafogo,Palmeiras,1,3
2006,16,Grêmio,Athletico-PR,2,0
2006,16,Cruzeiro,Fluminense,2,3
2006,16,Fortaleza,Internacional,1,2
2006,16,São Paulo,Goiás,2,1
2006,16,Paraná,Santos,1,1
2006,17,Ponte Preta,Fortaleza,1,3
2006,17,Vasco,São Caetano,1,2
2006,17,Santa Cruz,Grêmio,2,4
2006,17,Goiás,Botafogo,2,2
2006,17,Figueirense,Flamengo,1,1
2006,17,Fluminense,Corinthians,1,2
2006,17,Santos,Cruzeiro,2,0
2006,17,Palmeiras,Juventude,1,1
2006,17,Internacional,Paraná,3,2
2006,17,Athletico-PR,São Paulo,0,0
2006,18,Ponte Preta,Goiás,3,2
2006,18,Flamengo,Grêmio,1,0
2006,18,Fluminense,Santa Cruz,1,1
2006,18,Santos,Vasco,0,2
2006,18,Cruzeiro,São Paulo,2,2
2006,18,Fortaleza,Juventude,4,1
2006,18,Figueirense,Athletico-PR,3,3
2006,18,Paraná,São Caetano,1,0
2006,18,Internacional,Palmeiras,1,1
2006,18,Corinthians,Botafogo,1,0
2006,19,Goiás,Internacional,2,2
2006,19,Palmeiras,Fluminense,3,0
2006,19,Athletico-PR,Ponte Preta,3,0
2006,19,Botafogo,Cruzeiro,1,0
2006,19,Santa Cruz,Santos,1,1
2006,19,Juventude,Corinthians,0,0
2006,19,São Caetano,Flamengo,2,2
2006,19,Grêmio,Fortaleza,4,1
2006,19,São Paulo,Paraná,3,2
2006,19,Vasco,Figueirense,3,1
2006,20,Fluminense,Athletico-PR,1,2
2006,20,Santos,Goiás,2,1
2006,20,Cruzeiro,São Caetano,3,0
2006,20,Internacional,Vasco,1,2
2006,20,Paraná,Juventude,0,1
2006,20,Flamengo,São Paulo,1,1
2006,20,Corinthians,Grêmio,0,2
2006,20,Figueirense,Santa Cruz,2,0
2006,20,Ponte Preta,Palmeiras,1,1
2006,20,Fortaleza,Botafogo,2,3
2006,21,Grêmio,Cruzeiro,2,1
2006,21,Goiás,Fluminense,3,1
2006,21,Santa Cruz,Internacional,0,2
2006,21,Palmeiras,Figueirense,1,1
2006,21,Juventude,Flamengo,1,0
2006,21,São Caetano,Corinthians,0,1
2006,21,Athletico-PR,Santos,2,1
2006,21,Botafogo,Paraná,4,0
2006,21,São Paulo,Fortaleza,1,1
2006,21,Vasco,Ponte Preta,2,2
2006,22,Cruzeiro,Figueirense,2,2
2006,22,Flamengo,Internacional,1,2
2006,22,Grêmio,Paraná,2,1
2006,22,Santos,Palmeiras,5,1
2006,22,São Caetano,Fortaleza,0,0
2006,22,Athletico-PR,Botafogo,0,5
2006,22,Goiás,Juventude,2,0
2006,22,Fluminense,Vasco,1,1
2006,22,Santa Cruz,São Paulo,1,3
2006,22,Corinthians,Ponte Preta,1,0
2006,23,Ponte Preta,Santa Cruz,2,0
2006,23,Vasco,Grêmio,1,1
2006,23,Palmeiras,São Caetano,3,1
2006,23,Figueirense,Goiás,2,2
2006,23,São Paulo,Corinthians,0,0
2006,23,Paraná,Fluminense,1,0
2006,23,Juventude,Cruzeiro,2,0
2006,23,Botafogo,Flamengo,0,2
2006,23,Internacional,Athletico-PR,2,0
2006,23,Fortaleza,Santos,1,1
2006,24,Athletico-PR,Santa Cruz,2,1
2006,24,Vasco,Goiás,0,0
2006,24,Corinthians,Paraná,1,0
2006,24,Grêmio,Botafogo,4,0
2006,24,Juventude,São Caetano,1,0
2006,24,São Paulo,Internacional,2,0
2006,24,Cruzeiro,Palmeiras,1,0
2006,24,Fluminense,Figueirense,2,0
2006,24,Ponte Preta,Santos,1,0
2006,24,Fortaleza,Flamengo,3,4
2006,25,Grêmio,Ponte Preta,4,0
2006,25,Figueirense,Internacional,1,0
2006,25,Botafogo,Juventude,2,1
2006,25,Paraná,Fortaleza,2,0
2006,25,Goiás,Athletico-PR,2,2
2006,25,Santos,Fluminense,1,1
2006,25,São Caetano,São Paulo,0,1
2006,25,Corinthians,Vasco,1,1
2006,25,Flamengo,Cruzeiro,1,0
2006,25,Santa Cruz,Palmeiras,3,2
2006,26,Fluminense,Fortaleza,1,3
2006,26,Athletico-PR,São Caetano,3,1
2006,26,Internacional,Corinthians,1,1
2006,26,Figueirense,Paraná,0,1
2006,26,Santos,Flamengo,3,0
2006,26,Santa Cruz,Juventude,1,0
2006,26,Palmeiras,São Paulo,3,1
2006,26,Ponte Preta,Cruzeiro,0,1
2006,26,Vasco,Botafogo,0,0
2006,26,Goiás,Grêmio,4,0
2006,27,Juventude,Athletico-PR,3,2
2006,27,Paraná,Ponte Preta,2,1
2006,27,Fortaleza,Figueirense,1,1
2006,27,Flamengo,Fluminense,4,1
2006,27,Grêmio,Palmeiras,2,1
2006,27,São Paulo,Vasco,5,1
2006,27,São Caetano,Goiás,1,2
2006,27,Botafogo,Santa Cruz,3,0
2006,27,Cruzeiro,Internacional,2,1
2006,27,Corinthians,Santos,0,3
2006,28,Ponte Preta,Juventude,3,1
2006,28,Fluminense,São Paulo,1,2
2006,28,Vasco,Fortaleza,2,0
2006,28,Internacional,São Caetano,1,0
2006,28,Athletico-PR,Cruzeiro,1,1
2006,28,Santa Cruz,Paraná,1,3
2006,28,Palmeiras,Flamengo,3,1
2006,28,Goiás,Corinthians,3,1
2006,28,Figueirense,Botafogo,1,0
2006,28,Santos,Grêmio,1,0
2006,29,Cruzeiro,Fortaleza,0,0
2006,29,Botafogo,Santos,4,3
2006,29,São Paulo,Juventude,5,0
2006,29,São Caetano,Grêmio,0,2
2006,29,Internacional,Fluminense,2,0
2006,29,Figueirense,Ponte Preta,2,1
2006,29,Paraná,Goiás,1,0
2006,29,Flamengo,Corinthians,3,0
2006,29,Santa Cruz,Vasco,0,4
2006,29,Palmeiras,Athletico-PR,2,2
2006,30,Vasco,Palmeiras,3,0
2006,30,Goiás,Santa Cruz,5,3
2006,30,Santos,Figueirense,2,1
2006,30,Ponte Preta,Internacional,0,2
2006,30,Grêmio,São Paulo,1,1
2006,30,Paraná,Flamengo,0,2
2006,30,Fortaleza,Athletico-PR,3,4
2006,30,Botafogo,São Caetano,2,1
2006,30,Juventude,Fluminense,1,1
2006,30,Corinthians,Cruzeiro,1,0
2006,31,Corinthians,Palmeiras,1,0
2006,31,Fluminense,Grêmio,1,2
2006,31,Internacional,Juventude,1,0
2006,31,Vasco,Flamengo,3,1
2006,31,Santa Cruz,Fortaleza,0,1
2006,31,Figueirense,São Paulo,0,2
2006,31,Ponte Preta,Botafogo,1,2
2006,31,Athletico-PR,Paraná,4,0
2006,31,Santos,São Caetano,1,0
2006,31,Goiás,Cruzeiro,2,3
2006,32,Athletico-PR,Vasco,6,4
2006,32,Flamengo,Santa Cruz,1,1
2006,32,Palmeiras,Goiás,1,3
2006,32,Grêmio,Figueirense,1,2
2006,32,Juventude,Santos,3,2
2006,32,São Caetano,Fluminense,1,1
2006,32,Fortaleza,Corinthians,0,4
2006,32,Botafogo,Internacional,0,1
2006,32,São Paulo,Ponte Preta,1,1
2006,32,Cruzeiro,Paraná,2,2
2006,33,Grêmio,Internacional,0,1
2006,33,Santos,São Paulo,0,1
2006,33,Ponte Preta,São Caetano,1,2
2006,33,Cruzeiro,Vasco,2,1
2006,33,Fortaleza,Goiás,0,3
2006,33,Figueirense,Juventude,1,0
2006,33,Flamengo,Athletico-PR,1,0
2006,33,Botafogo,Fluminense,2,1
2006,33,Paraná,Palmeiras,4,2
2006,33,Corinthians,Santa Cruz,1,0
2006,34,Juventude,Grêmio,1,2
2006,34,São Caetano,Figueirense,3,1
2006,34,Vasco,Paraná,3,1
2006,34,Palmeiras,Fortaleza,3,0
2006,34,Internacional,Santos,0,0
2006,34,Athletico-PR,Corinthians,1,2
2006,34,Goiás,Flamengo,0,1
2006,34,Fluminense,Ponte Preta,0,0
2006,34,São Paulo,Botafogo,3,0
2006,34,Santa Cruz,Cruzeiro,4,1
2006,35,Internacional,Fortaleza,3,0
2006,35,Santos,Paraná,1,0
2006,35,Vasco,Juventude,1,1
2006,35,Fluminense,Cruzeiro,1,0
2006,35,Figueirense,Corinthians,0,0
2006,35,Ponte Preta,Flamengo,3,0
2006,35,Goiás,São Paulo,0,2
2006,35,Athletico-PR,Grêmio,2,3
2006,35,Santa Cruz,São Caetano,0,3
2006,35,Palmeiras,Botafogo,2,1
2006,36,Grêmio,Santa Cruz,3,1
2006,36,Flamengo,Figueirense,0,2
2006,36,Corinthians,Fluminense,1,1
2006,36,Juventude,Palmeiras,3,2
2006,36,São Paulo,Athletico-PR,1,1
2006,36,São Caetano,Vasco,0,1
2006,36,Paraná,Internacional,1,0
2006,36,Botafogo,Goiás,2,2
2006,36,Cruzeiro,Santos,1,1
2006,36,Fortaleza,Ponte Preta,1,0
2006,37,Botafogo,Corinthians,0,0
2006,37,Grêmio,Flamengo,3,0
2006,37,Juventude,Fortaleza,2,2
2006,37,São Paulo,Cruzeiro,2,0
2006,37,São Caetano,Paraná,0,2
2006,37,Athletico-PR,Figueirense,1,4
2006,37,Vasco,Santos,1,1
2006,37,Goiás,Ponte Preta,3,0
2006,37,Santa Cruz,Fluminense,1,2
2006,37,Palmeiras,Internacional,1,4
2006,38,Internacional,Goiás,1,4
2006,38,Flamengo,São Caetano,4,1
2006,38,Fluminense,Palmeiras,1,1
2006,38,Figueirense,Vasco,0,0
2006,38,Ponte Preta,Athletico-PR,1,1
2006,38,Paraná,São Paulo,0,0
2006,38,Cruzeiro,Botafogo,3,1
2006,38,Corinthians,Juventude,5,3
2006,38,Santos,Santa Cruz,3,1
2006,38,Fortaleza,Grêmio,1,0
2007,1,Figueirense,Athletico-PR,3,6
2007,1,Fluminense,Cruzeiro,2,2
2007,1,São Paulo,Goiás,2,0
2007,1,Internacional,Botafogo,2,3
2007,1,Paraná,Grêmio,3,0
2007,1,Atlético-MG,Náutico,2,1
2007,1,Flamengo,Palmeiras,2,4
2007,1,Corinthians,Juventude,1,0
2007,1,América-RN,Vasco,0,1
2007,1,Sport,Santos,4,1
2007,2,Santos,América-RN,2,3
2007,2,Athletico-PR,Internacional,2,1
2007,2,Juventude,Paraná,1,2
2007,2,Botafogo,Atlético-MG,2,1
2007,2,Cruzeiro,Corinthians,0,3
2007,2,Palmeiras,Figueirense,2,1
2007,2,Goiás,Flamengo,1,3
2007,2,Grêmio,Fluminense,2,0
2007,2,Náutico,São Paulo,1,0
2007,2,Vasco,Sport,3,1
2007,3,Corinthians,Atlético-MG,0,0
2007,3,América-RN,Figueirense,0,1
2007,3,Fluminense,Internacional,3,0
2007,3,São Paulo,Palmeiras,0,0
2007,3,Athletico-PR,Santos,0,1
2007,3,Grêmio,Sport,1,0
2007,3,Náutico,Vasco,2,2
2007,3,Flamengo,Botafogo,2,2
2007,3,Goiás,Juventude,3,1
2007,3,Cruzeiro,Paraná,3,4
2007,4,Atlético-MG,Athletico-PR,1,1
2007,4,Figueirense,Goiás,2,1
2007,4,Botafogo,Grêmio,3,0
2007,4,Juventude,América-RN,3,0
2007,4,Santos,Corinthians,1,1
2007,4,Palmeiras,Cruzeiro,1,3
2007,4,Sport,Flamengo,2,2
2007,4,Vasco,Fluminense,1,1
2007,4,Paraná,São Paulo,0,1
2007,4,Internacional,Náutico,2,0
2007,5,Palmeiras,Botafogo,1,1
2007,5,Vasco,Grêmio,4,0
2007,5,Náutico,Paraná,4,4
2007,5,América-RN,Corinthians,1,2
2007,5,Figueirense,Flamengo,4,0
2007,5,Athletico-PR,Goiás,0,3
2007,5,Fluminense,Sport,3,0
2007,5,São Paulo,Atlético-MG,0,1
2007,5,Cruzeiro,Juventude,2,3
2007,5,Internacional,Santos,1,0
2007,6,Grêmio,Cruzeiro,0,2
2007,6,Flamengo,Internacional,2,2
2007,6,Corinthians,Paraná,0,0
2007,6,Atlético-MG,Figueirense,4,1
2007,6,Athletico-PR,Fluminense,1,1
2007,6,Goiás,Palmeiras,3,1
2007,6,São Paulo,Vasco,2,0
2007,6,Sport,América-RN,2,2
2007,6,Botafogo,Náutico,3,1
2007,6,Juventude,Santos,0,2
2007,7,Juventude,Figueirense,1,1
2007,7,Paraná,Sport,1,0
2007,7,Cruzeiro,Atlético-MG,4,2
2007,7,Palmeiras,Athletico-PR,0,2
2007,7,América-RN,Fluminense,0,1
2007,7,Santos,São Paulo,0,2
2007,7,Náutico,Goiás,0,2
2007,7,Internacional,Grêmio,0,2
2007,7,Botafogo,Corinthians,2,3
2007,7,Vasco,Flamengo,1,2
2007,8,Sport,Náutico,4,1
2007,8,Figueirense,São Paulo,0,0
2007,8,América-RN,Goiás,0,3
2007,8,Santos,Grêmio,0,0
2007,8,Cruzeiro,Vasco,3,1
2007,8,Internacional,Atlético-MG,1,1
2007,8,Paraná,Athletico-PR,2,2
2007,8,Fluminense,Botafogo,1,2
2007,8,Corinthians,Palmeiras,0,1
2007,8,Flamengo,Juventude,4,0
2007,9,Palmeiras,América-RN,2,0
2007,9,Figueirense,Cruzeiro,2,1
2007,9,São Paulo,Internacional,1,0
2007,9,Grêmio,Juventude,3,1
2007,9,Athletico-PR,Náutico,1,1
2007,9,Fluminense,Paraná,0,0
2007,9,Goiás,Botafogo,1,1
2007,9,Sport,Corinthians,2,1
2007,9,Atlético-MG,Flamengo,1,1
2007,9,Vasco,Santos,4,0
2007,10,Paraná,América-RN,0,1
2007,10,Santos,Cruzeiro,4,1
2007,10,Corinthians,Fluminense,1,1
2007,10,Atlético-MG,Grêmio,0,1
2007,10,Botafogo,Athletico-PR,2,0
2007,10,Internacional,Figueirense,2,1
2007,10,Náutico,Palmeiras,0,1
2007,10,Goiás,Sport,3,2
2007,10,Juventude,Vasco,2,0
2007,10,Flamengo,São Paulo,1,0
2007,11,Vasco,Athletico-PR,1,0
2007,11,Paraná,Figueirense,1,2
2007,11,Juventude,Náutico,1,1
2007,11,Sport,Atlético-MG,2,0
2007,11,Santos,Botafogo,3,0
2007,11,Grêmio,Palmeiras,1,1
2007,11,Cruzeiro,Goiás,2,1
2007,11,América-RN,Internacional,1,2
2007,11,Corinthians,São Paulo,1,1
2007,11,Fluminense,Flamengo,0,1
2007,12,Botafogo,Vasco,4,0
2007,12,Figueirense,Sport,0,1
2007,12,Atlético-MG,América-RN,4,1
2007,12,Athletico-PR,Juventude,4,0
2007,12,Internacional,Corinthians,3,0
2007,12,Náutico,Cruzeiro,1,4
2007,12,São Paulo,Fluminense,0,1
2007,12,Goiás,Grêmio,0,0
2007,12,Flamengo,Paraná,1,2
2007,12,Palmeiras,Santos,2,2
2007,13,Vasco,Atlético-MG,4,0
2007,13,América-RN,Athletico-PR,2,1
2007,13,Juventude,Internacional,2,0
2007,13,Grêmio,Flamengo,1,0
2007,13,Fluminense,Goiás,3,0
2007,13,Corinthians,Náutico,0,3
2007,13,Cruzeiro,São Paulo,1,2
2007,13,Sport,Botafogo,3,3
2007,13,Santos,Figueirense,3,1
2007,13,Paraná,Palmeiras,1,0
2007,14,Athletico-PR,Cruzeiro,2,2
2007,14,Goiás,Santos,1,0
2007,14,Flamengo,América-RN,3,1
2007,14,Náutico,Grêmio,0,2
2007,14,Figueirense,Corinthians,2,2
2007,14,Internacional,Paraná,1,0
2007,14,Palmeiras,Vasco,3,2
2007,14,Botafogo,Juventude,3,1
2007,14,Atlético-MG,Fluminense,3,0
2007,14,São Paulo,Sport,3,1
2007,15,Grêmio,Athletico-PR,1,1
2007,15,Vasco,Goiás,4,1
2007,15,Santos,Náutico,1,2
2007,15,Paraná,Atlético-MG,1,3
2007,15,Corinthians,Flamengo,2,2
2007,15,Sport,Internacional,1,5
2007,15,Juventude,Palmeiras,1,1
2007,15,Cruzeiro,Botafogo,3,2
2007,15,Fluminense,Figueirense,1,1
2007,15,América-RN,São Paulo,0,1
2007,16,Náutico,Fluminense,0,0
2007,16,Goiás,Paraná,2,0
2007,16,Botafogo,América-RN,4,2
2007,16,Palmeiras,Sport,1,2
2007,16,Athletico-PR,Corinthians,2,2
2007,16,Atlético-MG,Santos,1,2
2007,16,Internacional,Vasco,0,2
2007,16,Figueirense,Grêmio,1,0
2007,16,São Paulo,Juventude,3,1
2007,16,Flamengo,Cruzeiro,3,1
2007,17,Sport,Athletico-PR,3,2
2007,17,Corinthians,Goiás,1,0
2007,17,América-RN,Náutico,1,5
2007,17,Juventude,Atlético-MG,1,2
2007,17,Santos,Flamengo,3,0
2007,17,Cruzeiro,Internacional,3,2
2007,17,Fluminense,Palmeiras,0,1
2007,17,Paraná,Botafogo,0,0
2007,17,Vasco,Figueirense,2,2
2007,17,Grêmio,São Paulo,0,2
2007,18,Juventude,Fluminense,0,0
2007,18,Cruzeiro,Sport,2,0
2007,18,Náutico,Figueirense,4,2
2007,18,Goiás,Atlético-MG,3,2
2007,18,Athletico-PR,Flamengo,2,0
2007,18,Botafogo,São Paulo,0,2
2007,18,Grêmio,América-RN,3,0
2007,18,Vasco,Corinthians,2,0
2007,18,Palmeiras,Internacional,1,1
2007,18,Santos,Paraná,2,0
2007,19,São Paulo,Athletico-PR,2,0
2007,19,Sport,Juventude,3,0
2007,19,Flamengo,Náutico,2,1
2007,19,Figueirense,Botafogo,1,1
2007,19,Internacional,Goiás,1,0
2007,19,Corinthians,Grêmio,2,1
2007,19,Atlético-MG,Palmeiras,1,2
2007,19,América-RN,Cruzeiro,1,2
2007,19,Fluminense,Santos,3,0
2007,19,Paraná,Vasco,0,0
2007,20,Athletico-PR,Figueirense,1,1
2007,20,Grêmio,Paraná,2,0
2007,20,Santos,Sport,2,0
2007,20,Vasco,América-RN,2,0
2007,20,Náutico,Atlético-MG,0,1
2007,20,Juventude,Corinthians,2,2
2007,20,Palmeiras,Flamengo,2,1
2007,20,Cruzeiro,Fluminense,4,2
2007,20,Botafogo,Internacional,1,1
2007,20,Goiás,São Paulo,0,0
2007,21,Internacional,Athletico-PR,1,0
2007,21,Corinthians,Cruzeiro,0,3
2007,21,Fluminense,Grêmio,1,1
2007,21,Atlético-MG,Botafogo,1,2
2007,21,Paraná,Juventude,3,1
2007,21,São Paulo,Náutico,5,0
2007,21,Figueirense,Palmeiras,1,2
2007,21,Flamengo,Goiás,3,1
2007,21,América-RN,Santos,1,4
2007,21,Sport,Vasco,0,0
2007,22,Paraná,Cruzeiro,2,2
2007,22,Juventude,Goiás,2,0
2007,22,Figueirense,América-RN,3,1
2007,22,Botafogo,Flamengo,1,1
2007,22,Palmeiras,São Paulo,0,1
2007,22,Atlético-MG,Corinthians,5,2
2007,22,Internacional,Fluminense,1,4
2007,22,Sport,Grêmio,2,0
2007,22,Vasco,Náutico,4,1
2007,22,Santos,Athletico-PR,3,1
2007,23,América-RN,Juventude,0,3
2007,23,São Paulo,Paraná,6,0
2007,23,Flamengo,Sport,1,1
2007,23,Athletico-PR,Atlético-MG,1,0
2007,23,Grêmio,Botafogo,3,0
2007,23,Cruzeiro,Palmeiras,5,0
2007,23,Corinthians,Santos,2,0
2007,23,Goiás,Figueirense,2,1
2007,23,Náutico,Internacional,1,1
2007,23,Fluminense,Vasco,1,1
2007,24,Corinthians,América-RN,1,0
2007,24,Goiás,Athletico-PR,2,3
2007,24,Juventude,Cruzeiro,1,0
2007,24,Flamengo,Figueirense,4,1
2007,24,Santos,Internacional,2,1
2007,24,Atlético-MG,São Paulo,0,0
2007,24,Grêmio,Vasco,3,1
2007,24,Sport,Fluminense,0,2
2007,24,Paraná,Náutico,2,4
2007,24,Botafogo,Palmeiras,1,1
2007,25,Figueirense,Atlético-MG,2,1
2007,25,Internacional,Flamengo,3,0
2007,25,Vasco,São Paulo,0,2
2007,25,Cruzeiro,Grêmio,2,0
2007,25,Santos,Juventude,1,0
2007,25,Fluminense,Athletico-PR,2,0
2007,25,Náutico,Botafogo,4,1
2007,25,Paraná,Corinthians,1,0
2007,25,Palmeiras,Goiás,2,0
2007,25,América-RN,Sport,1,1
2007,26,Fluminense,América-RN,2,0
2007,26,Goiás,Náutico,0,3
2007,26,São Paulo,Santos,2,1
2007,26,Corinthians,Botafogo,0,1
2007,26,Atlético-MG,Cruzeiro,3,4
2007,26,Athletico-PR,Palmeiras,2,1
2007,26,Sport,Paraná,3,1
2007,26,Grêmio,Internacional,1,0
2007,26,Figueirense,Juventude,4,1
2007,26,Flamengo,Vasco,1,1
2007,27,Goiás,América-RN,1,1
2007,27,São Paulo,Figueirense,2,0
2007,27,Grêmio,Santos,1,0
2007,27,Palmeiras,Corinthians,1,0
2007,27,Juventude,Flamengo,2,2
2007,27,Atlético-MG,Internacional,2,2
2007,27,Náutico,Sport,2,0
2007,27,Vasco,Cruzeiro,0,2
2007,27,Botafogo,Fluminense,0,2
2007,27,Athletico-PR,Paraná,2,1
2007,28,Flamengo,Atlético-MG,1,0
2007,28,Náutico,Athletico-PR,5,0
2007,28,Corinthians,Sport,1,2
2007,28,Juventude,Grêmio,1,2
2007,28,Internacional,São Paulo,1,2
2007,28,Santos,Vasco,1,0
2007,28,Botafogo,Goiás,0,3
2007,28,Cruzeiro,Figueirense,1,2
2007,28,Paraná,Fluminense,3,1
2007,28,América-RN,Palmeiras,0,0
2007,29,São Paulo,Flamengo,0,0
2007,29,Sport,Goiás,4,0
2007,29,Palmeiras,Náutico,2,1
2007,29,Grêmio,Atlético-MG,2,2
2007,29,Vasco,Juventude,0,1
2007,29,Athletico-PR,Botafogo,2,0
2007,29,Fluminense,Corinthians,1,1
2007,29,Cruzeiro,Santos,0,1
2007,29,Figueirense,Internacional,0,0
2007,29,América-RN,Paraná,3,2
2007,30,Palmeiras,Grêmio,2,0
2007,30,Náutico,Juventude,4,1
2007,30,Botafogo,Santos,1,2
2007,30,Internacional,América-RN,2,0
2007,30,São Paulo,Corinthians,0,1
2007,30,Atlético-MG,Sport,3,1
2007,30,Athletico-PR,Vasco,1,0
2007,30,Goiás,Cruzeiro,0,0
2007,30,Flamengo,Fluminense,0,2
2007,30,Figueirense,Paraná,4,0
2007,31,Juventude,Athletico-PR,0,0
2007,31,Sport,Figueirense,0,0
2007,31,Cruzeiro,Náutico,2,2
2007,31,Paraná,Flamengo,0,1
2007,31,Corinthians,Internacional,1,1
2007,31,Fluminense,São Paulo,1,1
2007,31,América-RN,Atlético-MG,0,1
2007,31,Grêmio,Goiás,2,1
2007,31,Santos,Palmeiras,1,1
2007,31,Vasco,Botafogo,2,1
2007,32,Goiás,Fluminense,5,3
2007,32,Palmeiras,Paraná,3,0
2007,32,Botafogo,Sport,3,1
2007,32,Náutico,Corinthians,1,0
2007,32,São Paulo,Cruzeiro,1,0
2007,32,Atlético-MG,Vasco,1,0
2007,32,Athletico-PR,América-RN,2,0
2007,32,Flamengo,Grêmio,2,0
2007,32,Internacional,Juventude,3,0
2007,32,Figueirense,Santos,1,0
2007,33,Fluminense,Atlético-MG,1,1
2007,33,Cruzeiro,Athletico-PR,1,1
2007,33,Santos,Goiás,3,0
2007,33,América-RN,Flamengo,0,1
2007,33,Grêmio,Náutico,4,3
2007,33,Sport,São Paulo,1,2
2007,33,Corinthians,Figueirense,2,1
2007,33,Juventude,Botafogo,1,1
2007,33,Paraná,Internacional,1,0
2007,33,Vasco,Palmeiras,2,2
2007,34,Figueirense,Fluminense,0,2
2007,34,Athletico-PR,Grêmio,2,0
2007,34,Atlético-MG,Paraná,0,0
2007,34,São Paulo,América-RN,3,0
2007,34,Flamengo,Corinthians,2,1
2007,34,Náutico,Santos,1,2
2007,34,Goiás,Vasco,2,3
2007,34,Botafogo,Cruzeiro,4,1
2007,34,Palmeiras,Juventude,0,1
2007,34,Internacional,Sport,0,0
2007,35,Santos,Atlético-MG,2,2
2007,35,Cruzeiro,Flamengo,3,1
2007,35,Corinthians,Athletico-PR,2,2
2007,35,Grêmio,Figueirense,1,2
2007,35,Paraná,Goiás,1,0
2007,35,Fluminense,Náutico,2,1
2007,35,América-RN,Botafogo,1,1
2007,35,Vasco,Internacional,1,2
2007,35,Sport,Palmeiras,3,1
2007,35,Juventude,São Paulo,2,0
2007,36,Náutico,América-RN,4,0
2007,36,Internacional,Cruzeiro,1,0
2007,36,Botafogo,Paraná,3,2
2007,36,Goiás,Corinthians,1,1
2007,36,Figueirense,Vasco,3,3
2007,36,Athletico-PR,Sport,0,0
2007,36,São Paulo,Grêmio,1,0
2007,36,Atlético-MG,Juventude,4,1
2007,36,Flamengo,Santos,1,0
2007,36,Palmeiras,Fluminense,1,0
2007,37,América-RN,Grêmio,0,3
2007,37,Fluminense,Juventude,3,2
2007,37,São Paulo,Botafogo,2,2
2007,37,Internacional,Palmeiras,2,1
2007,37,Flamengo,Athletico-PR,2,0
2007,37,Sport,Cruzeiro,1,0
2007,37,Paraná,Santos,2,3
2007,37,Atlético-MG,Goiás,4,1
2007,37,Figueirense,Náutico,2,0
2007,37,Corinthians,Vasco,0,1
2007,38,Cruzeiro,América-RN,2,0
2007,38,Palmeiras,Atlético-MG,1,3
2007,38,Grêmio,Corinthians,1,1
2007,38,Botafogo,Figueirense,1,1
2007,38,Náutico,Flamengo,1,0
2007,38,Santos,Fluminense,2,4
2007,38,Goiás,Internacional,2,1
2007,38,Vasco,Paraná,3,0
2007,38,Athletico-PR,São Paulo,2,1
2007,38,Juventude,Sport,2,1
